column2,column3,column4,column5,column6,column7,column8,column9
Shape UP Nutrition,Local business,527,35.104902,-106.577996,,,
Presbyterian Urgent Care,Local business,527,35.15381038,-106.5844234,,,
Blue Jay Tattoo,Local business,527,35.22951655,-106.6775744,,,
Sandia MINI,Automotive,526,35.14816697,-106.5908231,,,
377th Med Group,Local business,525,35.05401382,-106.5814645,,,
The Specialty Shop,Shopping/retail,524,35.08766519,-106.580889,,,
Mick's Chile Fix,Local business,524,35.11604594,-106.6135608,,,
The Brew,Restaurant/cafe,523,35.08356209,-106.6511908,,,
Haltom Orthodontics,Health/medical/pharmacy,523,35.13227697,-106.5225455,,,
Top Care Nails,Local business,523,35.18044641,-106.6880934,,,
ChocolateDude,Restaurant/cafe,522,35.08027586,-106.6079307,,,
Washington Middle School,Local business,522,35.08655686,-106.6619107,,,
Pizza Hut,Local business,521,35.23481027,-106.6566295,,,
Village of Corrales,Local business,520,35.23165369,-106.621873,,,
Islamic Center of New Mexico,Church/religious organization,519,35.06857642,-106.6217784,,,
La Montanita Co-op,Local business,519,35.07934577,-106.6053455,,,
Sears,Local business,519,35.193714,-106.654545,,,
Cheese & Coffee,Local business,518,35.11048404,-106.5688926,,,
Calvary Chapel Southwest,Organization,517,35.0640701,-106.6827797,,,
Monte Vista Elementary School,Local business,517,35.08285129,-106.6098546,,,
Orange Yoga,Sports/recreation/activities,517,35.16920367,-106.635102,,,
4 A's Cafe,Restaurant/cafe,516,35.078099,-106.696681,,,
Cafe Lush ABQ,Restaurant/cafe,515,35.08737218,-106.654751,,,
John XXIII Catholic Community,Local business,513,35.1346152,-106.5001272,,,
Courtyard Albuquerque,Local business,513,35.171055,-106.58592,,,
Elks Lodge #2500,Local business,513,35.23252831,-106.6538012,,,
Smith's,Local business,512,35.08064607,-106.7126164,,,
Luxury Spa Nails,Local business,512,35.11306746,-106.7032751,,,
Extended Stay America Hotel,Local business,511,35.06196736,-106.6199274,,,
Taft Middle School,School,511,35.15569565,-106.6419905,,,
George Pearl Hall,Local business,510,35.08129331,-106.6189225,,,
The War Zone,Church/religious organization,509,35.076009,-106.555586,,,
Ho Lo MA Chinese Restaurant,Local business,509,35.10877823,-106.546199,,,
McDonald's at 9515 Candelaria Ne,Local business,509,35.11643989,-106.5341014,,,
Verizon Wireless,Local business,509,35.19626105,-106.6599764,,,
Krispykreme,Local business,508,35.11305786,-106.7013602,,,
Concentra,Local business,508,35.15189169,-106.5852181,,,
UNM College Of Pharmacy,Local business,507,35.09004435,-106.6174332,,,
Jessie Pinkmans,Local business,505,35.0874004,-106.6657213,,,
Keva Juice,Local business,505,35.11028306,-106.5162052,,,
Cesar's,Local business,504,35.0871807,-106.5855328,,,
Candlelight Square Apartments,Real estate,504,35.13184934,-106.5610758,,,
JCPenney,Local business,504,35.19841173,-106.6568601,,,
A Cut Above,Local business,503,35.12895981,-106.6428726,,,
The Palm's Gentlemens Club,Local business,503,35.13761545,-106.5871953,,,
Taste of Peru,Restaurant/cafe,502,35.08591205,-106.5143466,,,
St Catherine Healthcare and Rehabilitation Center LLC,Local business,502,35.13967454,-106.5180012,,,
Albuquerque Covention Center,Local business,501,35.08803251,-106.6491291,,,
Albuquerque Gymnastics,Local business,501,35.12314081,-106.5253029,,,
clube de jiu jitsu Pitbull Abq,Local business,501,35.19785409,-106.7061264,,,
Active Imagination Family and Arena,Local business,500,35.129771,-106.514566,,,
Hooters Albuquerque West,Restaurant/cafe,500,35.20388607,-106.6489721,,,
Zen Nail Spa,Local business,499,35.1543917,-106.5915014,,,
Dunkin Donuts,Local business,498,35.08101186,-106.6253057,,,
Metropolitan Courthouse,Landmark,498,35.09166667,-106.6511111,,,
Addictive Ink Tattoos,Local business,498,35.1333574,-106.6190033,,,
La Quinta Inn & Suites Albuquerque Journal Ctr NW,Local business,498,35.161374,-106.588302,,,
Metro Barber Shop @ Cottonwood Mall,Local business,498,35.19887097,-106.6576321,,,
Duke City Donuts,Local business,497,35.11692048,-106.5335279,,,
Kob TV,Local business,496,35.08173536,-106.6657835,,,
Sidelines Sports Bar and Grille,Bar,495,35.182661,-106.666629,,,
Wyoming Terrace-Plaza Mobile Home Community,Local business,494,35.07034985,-106.5492217,,,
Tech Love,Local business,494,35.07957227,-106.6008765,,,
St Theresa Healthcare and Rehabilitation Center LLC,Local business,493,35.09419698,-106.5577815,,,
Tony Hillerman Library,Library,493,35.10766184,-106.5529477,,,
Calibers,Local business,493,35.17489869,-106.5806574,,,
Reliable Nissan,Automotive,492,35.19384652,-106.6571265,,,
Izumi Teppan & Sushi,Local business,491,35.05852572,-106.5785668,,,
Burger King,Local business,490,35.0579349,-106.6356201,,,
Harold's Laundry,Local business,490,35.10045514,-106.6126372,,,
Bandelier Elementary School,Local business,489,35.0705546,-106.6075018,,,
Ghost Flame,Local business,489,35.083757,-106.651278,,,
Shades of Grey,Local business,489,35.09433097,-106.5779894,,,
Transgender Resource Center of New Mexico,Non-profit organization,488,35.07799812,-106.5985977,,,
The Keller Insurance Agency,Local business,488,35.156851,-106.680094,,,
Motel 6,Local business,487,35.10481626,-106.6248947,,,
Globalquerque,Local business,486,35.06785927,-106.6553219,,,
Party City,Local business,486,35.12940714,-106.5504029,,,
Arroyo del Oso Elementary School,Local business,486,35.15232822,-106.5755373,,,
Lovelace Urgent Care,Local business,486,35.16964814,-106.5861583,,,
Ironwood Kitchen,Local business,486,35.21568598,-106.6980999,,,
Alamosa Gym,Local business,485,35.07154369,-106.7100236,,,
UNM Psychiatric Hospital,Local business,485,35.09071272,-106.6160934,,,
Travelodge,Local business,485,35.11180258,-106.6223043,,,
Barelas Community Center,Local business,484,35.07801668,-106.6561633,,,
Mark Pardo Salon & Spa Juan Tabo,Local business,484,35.09068528,-106.5147854,,,
US Forest Service,Local business,484,35.16546856,-106.59866,,,
Dennis Chavez Elementary School,Local business,484,35.16828495,-106.549913,,,
Blakes Lotaburger,Local business,482,35.10566885,-106.532679,,,
The Saucy Italian Bistro,Restaurant/cafe,482,35.11529003,-106.5151872,,,
Backstreet Grill,Food/beverages,481,35.09620298,-106.6688451,,,
Kalm Yoga,Arts/entertainment/nightlife,481,35.122955,-106.552087,,,
La Paz/ Riverwalk Apartments,Local business,481,35.20934349,-106.6490444,,,
Albuquerque Police Academy,Local business,480,35.13637693,-106.6358862,,,
Stuffy's -Stuffed Sopapillas,Local business,479,35.09476709,-106.5156541,,,
Twisters,Local business,478,35.05865786,-106.5840206,,,
NDI National Dance Institute,Local business,478,35.07777218,-106.5907883,,,
Fairfield Inn Albuquerque University Area,Local business,478,35.107833,-106.626281,,,
Pinon Perinatal,Local business,478,35.16476142,-106.6015025,,,
Albuquerque MEPS,Government organization,477,35.08472711,-106.6529635,,,
Deluxe Nails,Local business,476,35.15144215,-106.6883236,,,
Alvarado Transportation Center,Landmark,475,35.0819762,-106.6478375,,,
Super 8 Albuquerque West/Coors Blvd,Hotel,475,35.10288771,-106.7079767,,,
Premier Edge Barbershop,Local business,475,35.11135135,-106.5867684,,,
Bricks & Minifigs - ABQ,Retail and consumer merchandise,475,35.14565803,-106.5873677,,,
Styliztik Nailz,Local business,474,35.07199335,-106.6989927,,,
O Ramen and Curry House,Restaurant/cafe,474,35.0808776,-106.6231983,,,
Hoffman Park,Local business,474,35.11094494,-106.5465907,,,
Motiva Performance,Automotive,474,35.131236,-106.5703323,,,
Days Inn,Local business,472,35.06011471,-106.6197804,,,
Chavez Dojo,Local business,472,35.06895154,-106.66577,,,
3B Yoga NM,Local business,472,35.17520946,-106.573438,,,
Village of Corrales,Government organization,471,35.22272343,-106.6162108,,,
TJ Maxx,Local business,470,35.13022722,-106.5651062,,,
Perfection Honda,Automotive,470,35.2130035,-106.6611397,,,
Rt 66 Bingo,Arts/entertainment/nightlife,469,35.07142374,-106.5130843,,,
Bea's New Mexican Restaurant,Restaurant/cafe,469,35.073075,-106.5518327,,,
Limonata Italian street food caffe -espresso,Food/grocery,469,35.07898418,-106.60858,,,
Tammy's Edge,Professional services,469,35.09657041,-106.6715982,,,
Sandia Vision Clinic,Local business,468,35.12368282,-106.5338218,,,
Elite Nail Spa,Local business,468,35.12914043,-106.6433536,,,
Motel 6,Local business,468,35.18054907,-106.581022,,,
N'MPower Albuquerque,Community/government,467,35.07787222,-106.5986946,,,
Head Over Heels for You Hair & Nails - Albuquerque,Spas/beauty/personal care,467,35.11007552,-106.6081049,,,
Dairy Queen / Orange Julius,Local business,467,35.13136102,-106.5684104,,,
Cafe Jeanpierre,Local business,467,35.14048547,-106.6002262,,,
Greater Albuquerque Association of REALTORS�,Local business,466,35.10272142,-106.6282042,,,
TGM Sedona Ridge Apartments,Local business,466,35.12177025,-106.5499112,,,
Griegos Elementary School,Local business,465,35.12876998,-106.6635766,,,
Tinta Cantina,Arts/entertainment/nightlife,464,35.07907373,-106.6006393,,,
Panda Express,Local business,464,35.10679953,-106.5746067,,,
Legion Post 118,Local business,464,35.23380422,-106.6536153,,,
Showtime Barber Shop,Local business,463,35.09501605,-106.603617,,,
Farmers Market,Food/grocery,463,35.10518047,-106.5320357,,,
Westside Power Gym,Local business,463,35.23354523,-106.6514607,,,
Summerfest!,Local business,462,35.08050227,-106.6088865,,,
Sergio's Hair Studio,Spas/beauty/personal care,462,35.10948138,-106.6022207,,,
Morningside Park,Local business,461,35.07755765,-106.6007159,,,
Rio Grande Swimming Pool,Local business,461,35.08072033,-106.6646929,,,
Best Buy,Local business,461,35.08233582,-106.5273111,,,
Carmax Albuquerque,Local business,460,35.18406949,-106.5834968,,,
Bureau of Indian Affairs,Local business,459,35.10808025,-106.6567649,,,
Azuma,Local business,459,35.13614211,-106.5870222,,,
Corrales Swimming Pool,Local business,459,35.22159228,-106.6222054,,,
Pho Saigon New Mexico,Restaurant/cafe,457,35.07507306,-106.5651256,,,
Olympia Cafe' 2210 Central SE,Restaurant/cafe,457,35.08086014,-106.6213098,,,
Diamond Nail And Spa,Local business,457,35.15384934,-106.6948947,,,
Corrales Elementary School,School,457,35.22781125,-106.6128078,,,
ABQ Nails & Spa,Local business,456,35.1492981,-106.6841536,,,
Roper's Restaurant,Restaurant/cafe,455,35.0734362,-106.5490638,,,
First Class Barbershop-Albuquerque,Spas/beauty/personal care,455,35.13881282,-106.63861,,,
Mile High Baseball Field,Local business,454,35.08493431,-106.5160705,,,
Southwest University of Visual Arts,Local business,454,35.08887987,-106.5890604,,,
Pyro's Smoke Shop Uptown,Shopping/retail,454,35.126747,-106.58689,,,
University Volkswagen Mazda,Automotive,454,35.16018854,-106.5890948,,,
Juice It Up ABQ,Local business,454,35.18536268,-106.6649818,,,
South Second Softball Feilds,Local business,453,35.06230284,-106.6533318,,,
Eloy's Mexican Restaurant,Local business,453,35.09622103,-106.550445,,,
Twisters Grill,Local business,452,35.10797259,-106.5514187,,,
Holiday Inn Express and Suites Albuquerque Historic Old Town,Hotel,452,35.1087149,-106.6583032,,,
Krung Thai,Restaurant/cafe,452,35.10959568,-106.5556061,,,
Guitar Center Albuquerque,Local business,452,35.11012578,-106.5770044,,,
Joe's,Local business,451,35.08021318,-106.6141731,,,
UNMH- Neuroscience ICU,Local business,451,35.08844931,-106.6187543,,,
Camino Real Apartments Albuquerque,Real estate,451,35.20640946,-106.6455431,,,
Univision Radio New Mexico,Local business,450,35.0892455,-106.5570096,,,
Panda Express,Local business,450,35.15918895,-106.6788598,,,
New Covenant Church of Albuquerque,Church/religious organization,450,35.17489502,-106.5650044,,,
Club Spa and Nails,Local business,450,35.17696863,-106.5586537,,,
Chow's Home Page,Restaurant/cafe,450,35.19880557,-106.6576462,,,
Power Ford,Automotive,449,35.13633096,-106.6199708,,,
Albuquerque Growers Markets,Local business,448,35.08609898,-106.6571642,,,
Keshet Dance Company,Attractions/things to do,448,35.10592465,-106.5998483,,,
Jackson's Martial Arts & Fitness Academy,Sports/recreation/activities,448,35.11530139,-106.5358313,,,
Gordmans,Local business,448,35.20519679,-106.653013,,,
Salon Helena,Spas/beauty/personal care,447,35.10944655,-106.5558554,,,
Albuquerque Baths,Spas/beauty/personal care,445,35.09500032,-106.6420779,,,
IVB Canteen,Local business,445,35.12040851,-106.617871,,,
Sprouts Farmers Market #701,Food/grocery,443,35.20455418,-106.6468124,,,
IHOP,Restaurant/cafe,442,35.108568,-106.560879,,,
Petroglyph Elementary,Local business,441,35.18467571,-106.6813455,,,
WAT Buddhamongkolnimit,Church/religious organization,440,35.073116,-106.568238,,,
UNMH SW Mesa Clinic,Local business,439,35.07973488,-106.7246482,,,
3H Fitness,Health/medical/pharmaceuticals,439,35.13656723,-106.6264161,,,
American Gypsum,Local business,439,35.17131986,-106.5953515,,,
Disney Store,Local business,438,35.19771535,-106.6563122,,,
Stylistic Ink Tattoo Parlor,Local business,437,35.08757162,-106.5914221,,,
Mi Vida Yoga,Sports/recreation/activities,437,35.10965934,-106.5150603,,,
Magic Nails,Local business,437,35.11499584,-106.5357525,,,
Jorgensen Orthodontics,Health/medical/pharmacy,437,35.23441115,-106.6539507,,,
SRC,Local business,436,35.08482386,-106.6170814,,,
El Zarandeado,Local business,435,35.06503529,-106.6675936,,,
Sandia Baptist Church,Local business,435,35.09501577,-106.5411783,,,
Barley Room,Local business,435,35.13806984,-106.5314184,,,
MVD,Local business,434,35.0929312,-106.6498683,,,
Happy Nails,Local business,434,35.13162102,-106.5139828,,,
Dos Hermanos,Restaurant/cafe,433,35.16588156,-106.5912037,,,
Einstein Bros Bagels - Central & Tramway,Local business,432,35.06801227,-106.4989043,,,
Presbyterian San Mateo PMG,Local business,432,35.07370896,-106.5868824,,,
Black Rose Tattoo,Local business,432,35.09037539,-106.5866698,,,
Saffron Tiger,Restaurant/cafe,432,35.17495536,-106.5732933,,,
Hampton Inn,Local business,431,35.05679555,-106.6227523,,,
Central New Mexico Community College,Local business,431,35.18658189,-106.5827651,,,
Piattini,Restaurant/cafe,430,35.09848306,-106.6133052,,,
Brownbaggers,Local business,430,35.12919457,-106.5796051,,,
Robeks Fruit Smoothies & Healthy Eats,Local business,430,35.13231571,-106.5869103,,,
Krqe News 13,Local business,429,35.08159505,-106.6653276,,,
Souper! Salad!,Local business,429,35.107555,-106.5517731,,,
Mesa Verde Comunity Center,Local business,428,35.08303212,-106.5583112,,,
Indigo Park Apartments,Real estate,428,35.13026794,-106.5578494,,,
Pizza 9,Restaurant/cafe,426,35.08318507,-106.6481284,,,
Travel Centers of America,Local business,426,35.11072867,-106.6260991,,,
Princeton Place Rehabilitation & Nursing Center,Local business,425,35.08391408,-106.5682361,,,
Ross Dress for Less,Local business,425,35.13192365,-106.5881961,,,
First Nations Community HealthSource,Non-profit organization,424,35.07259957,-106.5833697,,,
Verizon Wireless,Local business,424,35.10395989,-106.5690918,,,
WestPark Apartments,Real estate,424,35.18525151,-106.6723122,,,
Grace Lutheran Church,Local business,423,35.16652389,-106.5238265,,,
Sensations Salon (Regis Corp.),Spas/beauty/personal care,423,35.19727427,-106.6562787,,,
Zia Strength Systems,Local business,422,35.05649545,-106.654777,,,
St Pius Soccer Field,Local business,421,35.13027109,-106.7004798,,,
elevate PHW,Local business,421,35.14488433,-106.6004051,,,
Albuquerque Tortilla Company Inc,Local business,421,35.15281986,-106.6306899,,,
Stone Face Courts,Local business,421,35.17605956,-106.578366,,,
Dairy Queen / Orange Julius,Local business,419,35.15824222,-106.6796186,,,
Jakes 4th Street Barber Shop,Local business,418,35.0710133,-106.654284,,,
Loving Vegan,Restaurant/cafe,418,35.08017455,-106.6065496,,,
Del Taco,Local business,418,35.10252169,-106.7066156,,,
Cho's Tae Kwon DO,Local business,418,35.13022252,-106.553034,,,
Chipotle Mexican Grill,Restaurant/cafe,416,35.17495474,-106.5750682,,,
Fine Arts And Design Library,Local business,415,35.08128264,-106.6187929,,,
Budai Chinese Food,Local business,415,35.14949774,-106.5846577,,,
Sun Creek Village Apartments,Real estate,414,35.13756797,-106.5302113,,,
PBR TY MURRAY INVITATIONAl,Local business,413,35.06709454,-106.6322059,,,
Presbyterian Infusion Center,Local business,413,35.08076349,-106.634356,,,
Lovelace Health Plan,Local business,413,35.10319275,-106.5990091,,,
Gas Athletics,Sports/recreation/activities,413,35.108311,-106.595265,,,
China Luck Restaurant,Local business,413,35.17266087,-106.5769459,,,
Revolutionary Fitness,Professional services,412,35.1819324,-106.5816079,,,
Image Nails,Local business,411,35.08520355,-106.6878664,,,
Roadrunner Tattoo and Body Piercing,Professional services,410,35.13930719,-106.641523,,,
Ashley Furniture Homestore,Local business,410,35.17086395,-106.5839578,,,
Kohl's,Local business,410,35.17529015,-106.570702,,,
Heights Community Center,Local business,409,35.07347355,-106.6244071,,,
Las Palomas Care & Rehabilitation Center,Local business,409,35.17215476,-106.5546517,,,
Whataburger Restaurants,Local business,409,35.17687996,-106.5591683,,,
The Albuquerque Rail Yards,Landmark,408,35.07539949,-106.6489936,,,
Los Equipales Restaurant,Restaurant/cafe,408,35.07655179,-106.5937407,,,
Times Square Deli Mart,Restaurant/cafe,408,35.080668,-106.622296,,,
KASA Fox 2,Local business,408,35.0815783,-106.6653106,,,
NM Glitz,Spas/beauty/personal care,408,35.13323484,-106.6426778,,,
"""Rudy's """"Country Store"""" and Bar-B-Q""",Local business,407,35.201132,-106.648093,,,
Johnny Rockets Cottonwood,Local business,406,35.196303,-106.658863,,,
Stone Age 2.0,Local business,405,35.10536479,-106.5996825,,,
Blakes Lotaburger,Local business,403,35.07238502,-106.5391271,,,
La Mesa Elementary School,Local business,403,35.07960469,-106.5632219,,,
Presbyterian Albuquerque Nicu,Local business,403,35.08214477,-106.6348913,,,
Paradise Nails and Spa,Local business,403,35.1101425,-106.5689565,,,
Spin Cycle Montgomery,Local business,403,35.13039384,-106.5703799,,,
Living Free,Church/religious organization,403,35.161553,-106.675972,,,
Amtrak Southwest Chief,Local business,402,35.08150567,-106.647626,,,
Los Altos Dog Park,Local business,402,35.08488117,-106.5337528,,,
Monterra Apartments,Real estate,402,35.13299558,-106.5706126,,,
United Way of Central New Mexico,Local business,401,35.05428986,-106.620558,,,
Mark Twain Elementary School,Local business,401,35.09428116,-106.5739417,,,
Vans Coronado Mall,Local business,401,35.10700118,-106.5732465,,,
516 ARTS,Arts/entertainment/nightlife,400,35.08466593,-106.6535524,,,
Robinson Park,Local business,400,35.08593442,-106.6566662,,,
Leonard's Studio of Fitness and Dance Inc.,Spas/beauty/personal care,400,35.08760421,-106.5939399,,,
Sandia Mountains New Mexico,Local business,400,35.10529211,-106.4898013,,,
St. Stephen's United Methodist Church,Church/religious organization,400,35.13410838,-106.5163099,,,
McDonald's at 8001 Harper Dr Ne,Local business,400,35.15928585,-106.5594529,,,
Joliesse Chocolates,Restaurant/cafe,400,35.16061043,-106.6373969,,,
Walgreens,Local business,400,35.20517925,-106.6585845,,,
Comfort Dental,Local business,399,35.06900552,-106.5020149,,,
Convention Center Water Well,Local business,399,35.08665532,-106.6478958,,,
Rio Grande Community Farm,Farming/agriculture,399,35.14368922,-106.6573181,,,
Desert Skye Images,Professional services,399,35.206779,-106.692772,,,
AstroZombies,Local business,398,35.08047532,-106.6107327,,,
Open Space Visitor Center - Albuquerque,Education,398,35.16510945,-106.6728287,,,
Prestige Event Center,Local business,397,35.10461877,-106.6495902,,,
Monta Vista Firehouse,Local business,396,35.08083801,-106.6094231,,,
Northrop Hall,Local business,396,35.08314938,-106.6223213,,,
Jack in the Box,Local business,396,35.10939588,-106.559498,,,
Juan Tabo Branch Library,Library,394,35.12058899,-106.5163321,,,
Grandmas Music and Sound,Shopping/retail,394,35.18332466,-106.6647604,,,
American Legion Post 69,Local business,394,35.18428019,-106.6217785,,,
Winrock United Artist Theater,Local business,393,35.1014258,-106.5642339,,,
La Quinta Inn Albuquerque Northeast,Local business,393,35.160682,-106.585162,,,
McDonald's at 6200 Holly Avenue,Local business,393,35.17541566,-106.5772025,,,
Old Navy Cottonwood,Local business,393,35.19843291,-106.6565074,,,
Dirty Burbon,Local business,392,35.12964665,-106.5317973,,,
Krispy Kreme Albuquerque,Local business,392,35.21062696,-106.6543988,,,
Papa Burgers,Company,391,35.15368932,-106.6395244,,,
Xfinity Comcast,Local business,390,35.10517236,-106.591191,,,
C.M.O. Hair Studio,Spas/beauty/personal care,390,35.10917688,-106.5107575,,,
Macy's,Local business,390,35.19920149,-106.6581859,,,
Zia Elementary School,Local business,389,35.08539375,-106.5916373,,,
UNMH Southeast Heights Clinic,Local business,388,35.07366676,-106.5556062,,,
Street Food Market,Restaurant/cafe,388,35.08069168,-106.620688,,,
Jade Chinese Restaurant,Local business,388,35.17489497,-106.5606807,,,
Ben's Hair Design,Local business,387,35.11012328,-106.672259,,,
La Entrada Apartments,Real estate,387,35.12983807,-106.554662,,,
Boston Market Albuquerque 1,Restaurant/cafe,386,35.0782683,-106.5319142,,,
CONDITIONED BY KELLY TEKIN,Business services,386,35.11590552,-106.551379,,,
Discount Tire,Local business,386,35.17451575,-106.5782325,,,
Sala Thai,Local business,385,35.08035637,-106.6035796,,,
Church of Christ-Netherwood Park,Local business,385,35.10245895,-106.5878295,,,
Sushi Loka,Restaurant/cafe,385,35.14038941,-106.6403935,,,
Cottonwood Ranch Albuquerque,Real estate,385,35.19884618,-106.6617804,,,
Pediatric Associates,Local business,384,35.10167437,-106.6055574,,,
Albertsons,Local business,384,35.11541614,-106.5142807,,,
Tramway Community Church,Local business,384,35.13511619,-106.4989511,,,
Fans Of Film Cinema Cafe & Coffee Roaster,Restaurant/cafe,383,35.07320526,-106.6218957,,,
Birthday Blitz LLC,Event planning/event services,383,35.08589,-106.717193,,,
King Kong Custom Audio & Accessories,Automotive,382,35.073978,-106.537318,,,
Kaps,Local business,382,35.07744927,-106.5815848,,,
Grassroots Yoga Albuquerque,Local business,382,35.07843355,-106.5906338,,,
Club Spa Nails,Local business,381,35.18393867,-106.6635923,,,
Dion's Pizza,Local business,380,35.06934604,-106.5095554,,,
PNM,Energy/utility,380,35.08286782,-106.6528227,,,
Nilbog,Local business,380,35.10320032,-106.5244846,,,
Menual School,Local business,380,35.11246099,-106.6377616,,,
RiverWalk at Puerta de Corrales Luxury Apartment Homes,Real estate,380,35.20823164,-106.6477267,,,
McDonald's at 12601 Montgomery Ne,Local business,379,35.13115048,-106.4975309,,,
Target Albuquerque NE,Local business,379,35.17266358,-106.5815266,,,
Thur Shan Buffet at Sandia Resort,Local business,379,35.20692059,-106.5662116,,,
Intel Corporation,Local business,379,35.2232998,-106.6589719,,,
Sweet Bod,Club,378,35.09676145,-106.671822,,,
The Talking Fountain,Professional services,377,35.076268,-106.597523,,,
Women's Specialists of NM,Hospital/clinic,377,35.08057899,-106.6349871,,,
San Francisco Nail & Hair,Local business,377,35.12133885,-106.5859382,,,
Ramada Albuquerque Airport,Hotel,376,35.05579649,-106.621336,,,
Prairie Hills Apartments,Local business,376,35.09002236,-106.4987371,,,
Albuquerqe,Local business,375,35.0488081,-106.6330301,,,
Las Brisas Apartments,Local business,375,35.05954496,-106.578517,,,
Dialysis Clinic Inc,Local business,375,35.09797247,-106.628734,,,
St. Joseph on the Rio Grande,Church/religious organization,375,35.12897222,-106.7060789,,,
Rainbow Ryders Hot Air Balloon Rides,Local business,375,35.16108554,-106.6771445,,,
Chicharroneria Orozco,Restaurant/cafe,374,35.06952467,-106.6637971,,,
The Back Porch Day Spa,Spas/beauty/personal care,373,35.10234699,-106.5493445,,,
JJ's Pizza,Restaurant/cafe,373,35.10935744,-106.5911035,,,
Dorado Heights Apartments,Local business,373,35.13027457,-106.5096905,,,
Le Reve Skincare & Ultra Sonic Lipo,Professional services,373,35.18407545,-106.6737164,,,
Sandia Bar,Local business,373,35.22439372,-106.6151521,,,
Arrowhead Pointe Apartments,Real estate,372,35.07414477,-106.5111325,,,
Target Albuquerque Lomas,Local business,372,35.08551513,-106.527741,,,
Big I,Local business,372,35.10559157,-106.6289882,,,
Lexus of Albuquerque,Automotive,372,35.13769159,-106.6029613,,,
The Silverado,Real estate,372,35.14620845,-106.5842562,,,
Mercedes Benz of Albuquerque,Automotive,372,35.18688415,-106.579719,,,
Lowe's Call Center,Local business,371,35.15323528,-106.5947623,,,
Alamosa Elementary School,Local business,370,35.07207045,-106.7059202,,,
Tortuga,Arts/entertainment/nightlife,370,35.074461,-106.643585,,,
Small Smiles,Local business,370,35.07569706,-106.5783031,,,
Thrift Town - Albuquerque #4,Shopping/retail,370,35.10897372,-106.6004089,,,
Discount Tire,Local business,370,35.10938531,-106.5734061,,,
Build-A-Bear Workshop,Local business,370,35.1976065,-106.6565583,,,
Blue Cross and Blue Shield of New Mexico,Insurance company,370,35.1998836,-106.5792712,,,
Starbucks,Local business,369,35.08487629,-106.6208287,,,
Taos NM,Local business,369,35.09014135,-106.6145869,,,
ABQ Trolley Co.,Travel/leisure,369,35.09619228,-106.6694677,,,
Nails Time,Local business,369,35.15583263,-106.6807226,,,
Nickle City,Local business,368,35.09580848,-106.5005662,,,
Einstein Bros Bagels - Juan Tabo & Menual,Local business,368,35.11066902,-106.5158369,,,
Sandia Chile Grill,Restaurant/cafe,368,35.16056762,-106.5589984,,,
Montezuma Elementary School,Local business,367,35.1013902,-106.6098395,,,
Wienerschnitzel,Local business,367,35.11634547,-106.6044078,,,
Garfield Park,Local business,367,35.11851939,-106.6513373,,,
Loma Linda Community Center,Local business,366,35.06389269,-106.6210153,,,
Rude Boy Cookies,Restaurant/cafe,366,35.080115,-106.621173,,,
Route 66 Hostel,Hotel,366,35.08653622,-106.6590375,,,
Carl's Jr.,Local business,366,35.10940444,-106.5855947,,,
Starbucks,Local business,366,35.1474775,-106.5556782,,,
Amplify Strength & Conditioning,Sports/recreation/activities,366,35.15334438,-106.6820348,,,
Salon Phoenix,Spas/beauty/personal care,365,35.09933292,-106.5333056,,,
Marks Casa Chrysler Jeep,Local business,365,35.19045641,-106.6590744,,,
Burgers n More,Restaurant/cafe,364,35.08542735,-106.6847852,,,
Center for Prenatal Development PC,Local business,364,35.13053759,-106.5981258,,,
Boston Market Albuquerque 2,Restaurant/cafe,364,35.14548627,-106.5527598,,,
Valencia Court Apartments,Real estate,363,35.07584459,-106.5800161,,,
T D's Showclub,Local business,363,35.10664777,-106.5328924,,,
Alameda Soccer Complex,Local business,363,35.18161439,-106.6209561,,,
Cost Plus World Market,Local business,363,35.20395667,-106.6531037,,,
Le Caf� Miche,Restaurant/cafe,362,35.08320012,-106.650388,,,
The Healthy Body,Club,362,35.09374357,-106.5779767,,,
Full Throttle Hobby and Raceway,Local business,362,35.09503316,-106.5325242,,,
Sierra Meadows Apartments,Local business,362,35.128591,-106.53147,,,
Twin Suns Comics and Games,Shopping/retail,362,35.15663842,-106.6802607,,,
Wendy's,Local business,361,35.08110709,-106.6261304,,,
Blake's Lotaburger,Local business,360,35.06983245,-106.5103291,,,
Jamon's Frybread Cabana,Restaurant/cafe,359,35.08676747,-106.6837268,,,
Garcia's Kitchen on Route 66,Local business,359,35.09123,-106.667266,,,
Tennis Club of Albuquerque,Sports/recreation/activities,359,35.1026054,-106.6123692,,,
Advanced Health,Local business,359,35.11184762,-106.6114328,,,
Heaven Dragon Restaurant,Local business,359,35.18629785,-106.6848438,,,
Md Urgent Care,Local business,359,35.20169296,-106.6461857,,,
Bull Head Ball Field,Local business,358,35.05229287,-106.5791104,,,
Kim Long Asian Cuisine,Local business,357,35.10495514,-106.5775535,,,
Invictus Brazilian Jiu Jitsu and Muay Thai Academy,Company,357,35.129471,-106.530589,,,
Jason's Deli,Local business,356,35.10014932,-106.569521,,,
RAA Imaging,Local business,356,35.1448697,-106.5950319,,,
Albuquerque's First Baptist Church,Church/religious organization,356,35.18202546,-106.6801986,,,
Route 66 Casino And Hotel,Local business,355,35.07224419,-106.6104001,,,
Downtown Albuquerque Greyhound Bus Depot,Local business,355,35.08149963,-106.6471575,,,
